age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,deposit,Target
30.0,blue-collar,single,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,admin,single,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
37.0,blue-collar,divorced,4.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,technician,married,5.0,no,no,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,management,divorced,3.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,student,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
56.0,housemaid,divorced,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
37.0,blue-collar,divorced,4.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,management,divorced,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
56.0,housemaid,divorced,2.0,no,yes,no,cellular,nov,thu,1.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,services,single,3.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,management,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
41.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
56.0,retired,married,2.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,self-employed,married,1.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,admin,divorced,5.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,admin,married,3.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,blue-collar,single,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
43.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,management,married,5.0,no,no,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,admin,married,5.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,blue-collar,married,2.0,no,yes,no,telephone,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,self-employed,married,1.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
34.0,unemployed,married,5.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
37.0,management,married,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,blue-collar,divorced,2.0,no,yes,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
33.0,services,divorced,3.0,no,no,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,admin,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,blue-collar,single,3.0,no,yes,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
53.0,management,divorced,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,blue-collar,single,3.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
37.0,blue-collar,married,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,admin,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,married,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
40.0,services,married,2.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,self-employed,single,5.0,no,yes,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,admin,single,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,admin,married,3.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
37.0,technician,married,4.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,blue-collar,single,2.0,no,no,no,cellular,nov,thu,7.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,single,5.0,no,no,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,technician,single,5.0,no,no,no,telephone,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,single,3.0,no,yes,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
56.0,technician,married,4.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
56.0,management,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,blue-collar,married,4.0,no,yes,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,self-employed,single,3.0,no,yes,yes,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
43.0,technician,married,4.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,services,married,3.0,no,no,no,telephone,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,student,divorced,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
42.0,blue-collar,married,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
47.0,management,married,5.0,no,yes,yes,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,self-employed,single,4.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,services,single,3.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
40.0,blue-collar,married,2.0,no,yes,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,technician,married,3.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,services,single,3.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,blue-collar,single,3.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,management,married,5.0,no,yes,no,cellular,nov,thu,6.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,single,3.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,admin,married,5.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,blue-collar,single,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
53.0,self-employed,divorced,5.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,blue-collar,divorced,2.0,no,yes,yes,cellular,nov,thu,6.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,blue-collar,married,2.0,no,yes,yes,telephone,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,entrepreneur,married,4.0,no,yes,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,married,5.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,technician,single,4.0,no,yes,no,cellular,nov,thu,5.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,admin,single,5.0,no,yes,no,cellular,nov,thu,8.0,Yes,1.0,success,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,services,married,3.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,unemployed,married,3.0,no,yes,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,admin,single,5.0,no,no,no,cellular,nov,thu,5.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,blue-collar,married,3.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
52.0,technician,divorced,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,admin,divorced,5.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,self-employed,married,1.0,no,yes,no,cellular,nov,thu,1.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
55.0,management,divorced,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,admin,divorced,5.0,no,yes,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,entrepreneur,married,4.0,no,yes,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,technician,single,4.0,no,yes,no,cellular,nov,thu,9.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
48.0,admin,divorced,3.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,blue-collar,married,2.0,no,yes,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,admin,single,5.0,no,yes,yes,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,unemployed,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
40.0,blue-collar,single,2.0,no,yes,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,entrepreneur,married,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,admin,married,2.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
54.0,housemaid,divorced,5.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
31.0,admin,single,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
47.0,blue-collar,married,2.0,no,yes,yes,cellular,nov,thu,6.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,admin,single,3.0,no,yes,yes,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,services,married,2.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,admin,married,2.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,services,married,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,married,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,services,married,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,single,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,blue-collar,married,2.0,no,no,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,entrepreneur,married,5.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
49.0,self-employed,married,5.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
42.0,entrepreneur,single,2.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
45.0,technician,single,4.0,no,yes,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,technician,married,4.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,entrepreneur,married,5.0,no,yes,yes,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
53.0,admin,divorced,3.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
53.0,self-employed,single,5.0,no,no,yes,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,entrepreneur,divorced,2.0,no,yes,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
49.0,services,married,2.0,no,no,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
43.0,technician,married,3.0,no,yes,no,telephone,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,technician,married,5.0,no,no,yes,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,entrepreneur,married,5.0,no,yes,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,unemployed,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
51.0,self-employed,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
45.0,management,married,4.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,self-employed,single,5.0,no,yes,no,telephone,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,technician,single,4.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,services,married,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
44.0,self-employed,married,2.0,no,yes,no,cellular,nov,thu,4.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,unemployed,married,3.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,blue-collar,married,4.0,no,no,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,services,married,4.0,no,no,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,management,married,2.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,technician,single,5.0,no,no,yes,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,admin,single,3.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,technician,single,4.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,technician,single,4.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
43.0,blue-collar,married,2.0,no,yes,no,telephone,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,technician,married,4.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,management,single,5.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,management,married,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,admin,single,5.0,no,yes,yes,cellular,nov,thu,4.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,blue-collar,married,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,blue-collar,single,2.0,no,yes,yes,cellular,nov,thu,5.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,services,married,3.0,no,yes,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,technician,single,4.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,divorced,5.0,no,yes,no,telephone,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,admin,single,5.0,no,yes,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,married,3.0,no,no,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
52.0,management,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
46.0,technician,divorced,4.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,entrepreneur,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
38.0,management,married,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,admin,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,admin,single,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,services,single,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
33.0,admin,divorced,5.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,technician,married,5.0,no,no,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,services,single,3.0,no,no,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,self-employed,married,4.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,blue-collar,married,2.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,management,married,5.0,no,yes,yes,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,blue-collar,single,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,services,divorced,3.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
36.0,technician,married,4.0,no,no,no,telephone,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,services,married,3.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,married,5.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,management,divorced,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,management,divorced,2.0,no,yes,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
41.0,management,divorced,2.0,no,no,no,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
22.0,blue-collar,single,2.0,no,yes,no,telephone,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
35.0,admin,married,5.0,no,no,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,admin,single,5.0,no,no,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,technician,single,5.0,no,no,yes,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
34.0,management,married,5.0,no,yes,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
29.0,admin,single,5.0,no,yes,no,cellular,nov,thu,2.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
39.0,management,married,5.0,no,yes,yes,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
52.0,services,married,2.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
32.0,admin,single,5.0,no,yes,yes,cellular,nov,thu,1.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
30.0,admin,single,3.0,no,no,no,cellular,nov,thu,4.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
31.0,management,single,5.0,no,no,no,cellular,nov,thu,1.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
50.0,entrepreneur,married,5.0,no,yes,no,cellular,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
56.0,services,married,3.0,no,no,no,telephone,nov,thu,3.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,1.0
34.0,technician,single,5.0,no,yes,no,cellular,nov,thu,2.0,Never,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
45.0,management,single,2.0,no,yes,no,cellular,nov,thu,3.0,Never,1.0,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
